timestamp,event_type
2023-08-30 19:04:21,sudden_deceleration
2023-08-30 20:19:21,sudden_acceleration
2023-08-30 20:39:21,short_honk
2023-08-30 22:18:21,sudden_acceleration
2023-08-31 00:32:21,sudden_acceleration
2023-08-31 01:05:21,short_honk
2023-08-31 01:39:21,short_honk
2023-08-31 02:18:21,short_honk
2023-08-31 18:18:21,sudden_deceleration
2023-08-31 18:56:21,sudden_acceleration
2023-08-31 19:14:21,short_honk
2023-08-31 19:16:21,short_honk
2023-08-31 19:38:21,sudden_acceleration
2023-08-31 20:43:21,short_honk
2023-08-31 22:04:21,short_honk
2023-08-31 23:47:21,sudden_acceleration
2023-09-01 00:15:21,short_honk
2023-09-01 00:51:21,sudden_acceleration
2023-09-01 01:26:21,short_honk
2023-09-01 01:50:21,short_honk
2023-09-01 18:03:21,sudden_deceleration
2023-09-01 19:01:21,short_honk
2023-09-01 19:55:21,short_honk
2023-09-01 21:04:21,short_honk
2023-09-01 21:37:21,short_honk
2023-09-01 21:42:21,short_honk
2023-09-01 21:56:21,short_honk
2023-09-01 22:01:21,short_honk
2023-09-02 00:25:21,sudden_acceleration
2023-09-02 00:27:21,short_honk
2023-09-02 00:30:21,short_honk
2023-09-02 19:15:21,short_honk
2023-09-02 20:14:21,sudden_deceleration
2023-09-02 21:38:21,short_honk
2023-09-02 22:24:21,short_honk
2023-09-02 22:37:21,sudden_acceleration
2023-09-02 23:17:21,sudden_deceleration
2023-09-02 23:32:21,short_honk
2023-09-03 01:04:21,short_honk
2023-09-03 02:15:21,sudden_acceleration
2023-09-03 03:10:21,short_honk
2023-09-03 03:17:21,short_honk
2023-09-03 03:36:21,short_honk
2023-09-03 18:15:21,short_honk
2023-09-03 18:23:21,short_honk
2023-09-03 19:08:21,short_honk
2023-09-03 19:18:21,short_honk
2023-09-03 19:35:21,sudden_deceleration
2023-09-03 20:32:21,sudden_deceleration
2023-09-03 20:33:21,short_honk
2023-09-03 20:34:21,sudden_acceleration
2023-09-03 21:06:21,sudden_acceleration
2023-09-03 21:16:21,sudden_deceleration
2023-09-03 21:47:21,sudden_deceleration
2023-09-03 22:08:21,short_honk
2023-09-03 22:40:21,short_honk
2023-09-04 18:05:21,short_honk
2023-09-04 19:36:21,short_honk
2023-09-04 20:07:21,short_honk
2023-09-04 20:59:21,short_honk
2023-09-04 23:29:21,short_honk
2023-09-05 01:29:21,short_honk
2023-09-05 19:24:21,short_honk
2023-09-05 20:18:21,short_honk
2023-09-05 20:33:21,short_honk
2023-09-05 20:35:21,short_honk
2023-09-05 20:48:21,sudden_acceleration
2023-09-05 21:29:21,short_honk
2023-09-05 21:34:21,sudden_deceleration
2023-09-06 00:13:21,short_honk
2023-09-06 01:09:21,short_honk
